RideID,LatOrigem,LongOrigem,LatDestino,LongDestino,Distancia_KM,Estimatives
1184179,-160.483.225,-47.970.063,-160.726.179,-479.866.659,4.58,"{'UberX': 9.5, 'Comfort': 12.5, 'Flash': 9.5, 'Bag': 14.5, 'poupa99': 9.87, 'pop99': 9.87, 'turbo-taxi': 23.2, 'regular-taxi': 23.2, 'Uber Promo': 8.0}"
1184180,-276.346.435,-4.866.431.420.000.000,-276.455.879,-486.699.104,1.95,"{'Flash': 7.5, 'Flash Moto': 6.0, 'Comfort': 8.0, 'UberX': 7.5, 'Uber Promo': 7.5, 'poupa99': 7.4, 'regular-taxi': 13.05, 'pop99': 7.4}"
1184181,-233.353.157,-47.859.920.699.999.900,-233.521.567,-478.495.185,2.9,"{'Flash': 9.5, 'UberX': 9.5, 'pop99': 8.58}"
1184182,-159.034.589,-48.064.164.299.999.900,-158.395.673,-481.238.491,15.84,"{'poupa99': 48.02, 'pop99': 48.02, 'turbo-taxi': 42.0, 'regular-taxi': 60.0, 'Flash Moto': 15.5, 'UberX': 33.5, 'Comfort': 52.5, 'Flash': 33.5, 'Black': 53.5, 'Bag': 54.0, 'Uber Promo': 28.5}"
1184183,-300.734.865,-51.204.237.199.999.900,-300.385.552,-511.723.869,6.53,"{'poupa99': 42.24, 'pop99': 42.24, 'turbo-taxi': 34.76, 'UberFlash': 13.5, 'Flash Moto': 9.5, 'UberX': 13.5, 'Comfort': 17.5, 'Black': 30.0, 'Uber Promo': 10.5, 'regular-taxi': 34.76}"
1184184,-159.034.589,-48.064.164.299.999.900,-158.395.673,-481.238.491,15.84,"{'poupa99': 48.02, 'pop99': 48.02, 'regular-taxi': 60.0, 'Uber Promo': 28.5, 'Flash Moto': 15.5, 'UberX': 33.5, 'Comfort': 52.5, 'Flash': 33.5, 'Black': 53.5, 'Bag': 54.0, 'turbo-taxi': 42.0}"
1184185,-229.592.489,-4.335.550.840.000.000,-228.678.002,-432.632.854,15.91,"{'UberX': 24.0, 'Comfort': 41.0, 'UberFlash': 24.0, 'Black': 53.5, 'pop99': 27.38, 'turbo-taxi': 60.81, 'regular-taxi': 60.81, 'Uber Promo': 21.5}"
1184186,-37.312.056.999.999.900,-385.421.267,-37.291.858,-384.781.545,09.06,"{'poupa99': 17.28, 'pop99': 19.27, 'turbo-taxi': 45.55, 'regular-taxi': 45.55, 'Moto': 12.5, 'Flash Moto': 15.5, 'UberX': 27.0, 'Comfort': 25.0, 'Flash': 27.5, 'UberX Promo': 22.0}"
1184187,-235.270.792,-463.970.127,-234.952.963,-464.565.401,9.41,"{'UberX': 22.0, 'Comfort': 32.5, 'Flash': 21.0, 'Bag': 30.5, 'pop99': 26.93, 'turbo-taxi': 41.08, 'top99': 51.35, 'regular-taxi': 51.35, 'Uber Promo': 19.0}"
1184188,-254.779.879,-492.885.967,-254.636.024,-4.930.119.670.000.000,3.25,"{'poupa99': 10.68, 'pop99': 10.68, 'turbo-taxi': 17.11, 'regular-taxi': 21.39, 'Flash': 9.5, 'UberX': 9.5, 'Comfort': 11.5, 'Black': 16.5, 'Uber Promo': 7.5}"
1184189,-300.734.865,-51.204.237.199.999.900,-300.385.552,-511.723.869,6.53,"{'poupa99': 42.24, 'pop99': 42.24, 'turbo-taxi': 34.76, 'regular-taxi': 34.76, 'UberFlash': 13.5, 'UberX': 13.5, 'Comfort': 17.5, 'Black': 30.5, 'Uber Promo': 11.0}"
1184190,-23.485.410.299.999.900,-466.815.894,-234.673.748,-466.699.867,3.21,"{'pop99': 11.58, 'turbo-taxi': 19.65, 'top99': 24.56, 'regular-taxi': 24.56, 'UberX': 10.5, 'Bag': 14.5, 'Uber Promo': 8.5}"
1184191,-235.270.792,-463.970.127,-234.952.963,-464.565.401,9.41,"{'UberX': 22.0, 'Comfort': 32.5, 'Flash': 21.0, 'Bag': 30.5, 'turbo-taxi': 41.83, 'top99': 52.29, 'regular-taxi': 52.29, 'pop99': 26.93}"
1184192,-160.789.556,-47.988.872.699.999.900,-158.336.486,-4.800.942.610.000.000,34.98,"{'UberX': 45.0, 'Comfort': 61.0, 'Flash': 45.0, 'Bag': 72.5, 'pop99': 45.71, 'Uber Promo': 38.0}"
1184193,-23.485.410.299.999.900,-466.815.894,-234.673.748,-466.699.867,3.21,"{'turbo-taxi': 19.65, 'top99': 24.56, 'regular-taxi': 24.56, 'Uber Promo': 8.5, 'UberX': 10.5, 'Bag': 14.5, 'pop99': 11.58}"
1184194,-198.929.048,-438.230.705,-198.819.086,-4.385.803.649.999.990,8.46,"{'Uber Promo': 18.0, 'UberX': 20.0, 'Comfort': 31.5, 'UberFlash': 25.0, 'poupa99': 13.23, 'turbo-taxi': 25.97, 'regular-taxi': 25.97, 'pop99': 13.23}"
1184195,-203.481.085,-4.028.820.629.999.990,-203.351.586,-403.009.717,3.38,"{'poupa99': 8.93, 'pop99': 8.93, 'turbo-taxi': 14.37, 'regular-taxi': 19.16, 'Flash': 9.5, 'UberX': 8.5, 'Comfort': 12.5, 'UberX Promo': 6.5}"
1184196,-15.559.348.199.999.900,-56.053.237.599.999.900,-155.980.502,-560.724.171,6.1,"{'Flash': 12.5, 'Comfort': 19.0, 'pop99': 13.75, 'turbo-taxi': 31.55, 'regular-taxi': 31.55, 'UberX': 12.5}"
1184197,-198.929.048,-438.230.705,-198.819.086,-4.385.803.649.999.990,8.46,"{'UberX': 18.0, 'Comfort': 28.5, 'UberFlash': 22.0, 'poupa99': 13.51, 'pop99': 13.51, 'turbo-taxi': 25.97, 'regular-taxi': 25.97, 'Uber Promo': 16.5}"
1184198,-235.658.799,-468.474.283,-235.588.091,-46.837.692,1.74,"{'UberX': 7.5, 'Flash': 7.5, 'Black': 11.5, 'poupa99': 8.23, 'pop99': 8.23, 'comfort99': 9.52, 'delivery99': 8.23, 'turbo-taxi': 16.22, 'top99': 12.34, 'regular-taxi': 15.81, 'Uber Promo': 6.5}"
1184199,-22.987.696.699.999.900,-433.665.004,-229.032.836,-432.581.386,21.71,"{'pop99': 36.19, 'turbo-taxi': 86.95, 'regular-taxi': 86.95, 'UberX': 37.0, 'Comfort': 59.0, 'UberFlash': 37.0, 'Black': 76.0, 'Uber Promo': 30.5}"
1184200,-2.916.836,-5.112.935.509.999.990,-291.878.283,-5.120.024.530.000.000,8.75,"{'pop99': 18.92, 'turbo-taxi': 37.6, 'regular-taxi': 39.81, 'Uber Flash': 19.0, 'Comfort': 21.5, 'UberX': 19.0, 'poupa99': 16.22}"
1184201,-234.595.543,-46.359.902,-234.955.875,-463.922.001,8.4,"{'poupa99': 17.63, 'pop99': 17.63, 'UberX': 18.0, 'Comfort': 26.5, 'Flash': 18.0, 'Bag': 25.0, 'Uber Promo': 15.5}"
1184202,-236.116.128,-467.011.442,-236.211.643,-466.989.842,1.34,"{'poupa99': 8.04, 'pop99': 8.04, 'turbo-taxi': 9.99, 'regular-taxi': 9.99, 'UberX': 7.5, 'Comfort': 10.5, 'Flash': 7.5, 'Black': 10.5, 'Bag': 13.0, 'Black Bag': 14.5, 'Taxi': 9.5, 'Uber Promo': 7.0}"
1184203,-21.225.048.299.999.900,-47.834.950.199.999.900,-211.541.754,-478.426.367,14.6,"{'Uber Flash': 14.5, 'Flash Moto': 10.5, 'Comfort': 26.0, 'poupa99': 20.68, 'pop99': 23.03, 'comfort99': 23.62, 'turbo-taxi': 40.66, 'regular-taxi': 62.98, 'UberX': 13.5}"
1184204,-23.676.029.099.999.900,-466.772.421,-237.987.747,-4.673.208.750.000.000,16.48,"{'poupa99': 38.48, 'pop99': 47.06, 'turbo-taxi': 67.02, 'regular-taxi': 83.78, 'UberX': 36.5, 'Comfort': 53.5, 'Flash': 34.5, 'Black': 65.0, 'Bag': 50.5, 'Uber Promo': 31.5}"
1184206,-235.518.501,-467.422.744,-235.218.374,-466.012.473,22.98,"{'UberX': 47.5, 'Comfort': 67.5, 'Flash': 44.0, 'Black': 84.0, 'Bag': 64.0, 'poupa99': 52.85, 'Black Bag': 101.0, 'pop99': 59.67, 'turbo-taxi': 77.55, 'Taxi': 70.0, 'regular-taxi': 96.94, 'Uber Promo': 41.0}"
1184207,-23.717.961.300.000.000,-466.999.652,-237.505.556,-466.655.556,7.68,"{'poupa99': 21.97, 'pop99': 21.97, 'turbo-taxi': 28.67, 'regular-taxi': 35.84, 'Comfort': 28.5, 'Flash': 18.0, 'Black': 33.5, 'Bag': 26.5, 'UberX': 19.0}"
1184208,-199.234.823,-440.810.944,-199.150.352,-440.391.311,9.3,"{'pop99': 18.57, 'turbo-taxi': 24.09, 'regular-taxi': 24.09, 'Uber Promo': 17.0, 'UberX': 19.0, 'Comfort': 23.0, 'UberFlash': 19.0, 'poupa99': 16.34}"
1184209,-20.333.850.599.999.900,-403.358.522,-203.509.731,-402.985.115,7.22,"{'poupa99': 12.46, 'turbo-taxi': 23.97, 'regular-taxi': 28.2, 'Flash': 12.5, 'pop99': 12.46}"
1184210,-2.631.859.889.999.990,-488.421.996,-2.632.975.429.999.990,-48.840.428,1.9,"{'poupa99': 6.11, 'turbo-taxi': 13.93, 'regular-taxi': 13.93, 'Flash': 7.0, 'Uber Promo': 6.5, 'Flash Moto': 5.5, 'UberX': 7.0, 'Comfort': 8.5, 'pop99': 6.11}"
1184211,-129.924.787,-385.222.285,-130.050.325,-385.239.264,2.38,"{'pop99': 6.7, 'turbo-taxi': 13.34, 'regular-taxi': 14.47, 'Flash Moto': 5.5, 'UberX': 7.5, 'Comfort': 9.0, 'UberFlash': 7.5, 'Uber Promo': 6.5}"
1184212,-203.339.085,-403.356.849,-203.509.731,-402.985.115,7.22,"{'Flash': 15.5, 'poupa99': 12.46, 'turbo-taxi': 22.93, 'regular-taxi': 26.97, 'pop99': 12.46}"
1184213,-6.090.103.600.000.000,-4.986.339.950.000.000,-6.042.675.900.000.000,-498.930.781,8.85,{'pop99': 19.86}
1184214,-199.234.823,-440.810.944,-199.150.352,-440.391.311,9.3,"{'poupa99': 15.98, 'pop99': 18.57, 'turbo-taxi': 24.09, 'regular-taxi': 24.09, 'UberX': 18.5, 'Comfort': 23.0, 'UberFlash': 18.5, 'Uber Promo': 17.0}"
1184215,-158.081.342,-480.820.734,-158.383.553,-480.541.961,5.88,"{'turbo-taxi': 18.16, 'regular-taxi': 25.92, 'Uber Promo': 21.0, 'Flash Moto': 9.5, 'UberX': 24.0, 'Comfort': 30.5, 'Flash': 24.0, 'Black': 28.5, 'Bag': 34.5, 'pop99': 12.46}"
1184216,-199.327.368,-439.563.672,-1.991.357,-4.397.870.599.999.990,05.03,"{'poupa99': 63.18, 'pop99': 63.18, 'turbo-taxi': 34.08, 'regular-taxi': 34.08, 'UberX': 14.5, 'Comfort': 16.0, 'UberFlash': 14.5, 'Black': 22.0, 'Uber Promo': 13.5}"
1184217,-236.651.548,-4.649.178.199.999.990,-236.828.745,-464.598.362,5.61,"{'poupa99': 13.51, 'pop99': 13.51, 'comfort99': 15.63, 'turbo-taxi': 20.31, 'top99': 25.5, 'regular-taxi': 25.38, 'UberX': 12.0, 'Comfort': 18.0, 'Flash': 12.0, 'Black': 22.0, 'Bag': 16.5, 'Black Bag': 27.0, 'Uber Promo': 10.5}"
1184218,-2.370.486.469.999.990,-466.175.808,-236.775.125,-466.269.884,4.14,"{'UberX': 11.0, 'Flash': 11.0, 'poupa99': 12.57, 'pop99': 12.57, 'turbo-taxi': 17.2, 'regular-taxi': 21.51, 'Uber Promo': 9.5}"
1184219,-263.177.843,-48.842.340.799.999.900,-263.036.684,-488.081.018,5.21,"{'poupa99': 12.46, 'turbo-taxi': 26.97, 'regular-taxi': 26.97, 'Flash': 12.5, 'Flash Moto': 9.5, 'UberX': 12.5, 'Comfort': 15.0, 'pop99': 12.46}"
1184220,-158.081.342,-480.820.734,-158.383.553,-480.541.961,5.88,"{'Flash Moto': 9.5, 'UberX': 24.0, 'Comfort': 30.5, 'Flash': 24.0, 'Black': 28.5, 'Bag': 34.5, 'pop99': 12.69, 'turbo-taxi': 18.16, 'regular-taxi': 25.92, 'Uber Promo': 21.0}"
1184221,-23.665.064.899.999.900,-46.491.461,-236.828.745,-464.598.362,5.57,"{'poupa99': 15.28, 'comfort99': 17.51, 'turbo-taxi': 20.02, 'top99': 25.5, 'regular-taxi': 25.03, 'Uber Promo': 10.5, 'UberX': 12.0, 'Comfort': 18.0, 'Flash': 12.0, 'Black': 22.0, 'Bag': 16.5, 'Black Bag': 27.0, 'pop99': 15.28}"
1184222,-30.049.515.799.999.900,-512.029.509,-300.442.218,-512.225.309,03.03,"{'poupa99': 9.05, 'pop99': 9.05, 'turbo-taxi': 19.72, 'regular-taxi': 19.72, 'UberFlash': 7.5, 'Flash Moto': 6.0, 'Comfort': 10.5, 'Black': 17.0, 'UberX': 7.5}"
1184223,-22.203.022.999.999.900,-499.542.175,-222.268.234,-499.307.214,4.2,"{'UberX': 10.5, 'Uber Flash': 10.5, 'pop99': 9.52, 'regular-taxi': 25.62, 'poupa99': 8.34}"
1184224,-5.840.005.499.999.990,-35.210.533.999.999.900,-5.967.619.099.999.990,-352.829.133,20.67,"{'Flash': 30.5, 'Flash Moto': 23.0, 'UberX': 30.5, 'Comfort': 45.5, 'pop99': 33.73, 'turbo-taxi': 58.48, 'regular-taxi': 77.96, 'Uber Promo': 25.5}"
1184225,-203.339.085,-403.356.849,-203.509.731,-402.985.115,7.22,"{'poupa99': 12.46, 'pop99': 12.46, 'turbo-taxi': 22.93, 'regular-taxi': 26.97, 'Flash': 12.5, 'UberX': 12.5, 'UberX Promo': 10.5}"
1184226,-160.789.556,-47.988.872.699.999.900,-158.336.486,-4.800.942.610.000.000,34.98,"{'pop99': 45.83, 'UberX': 45.0, 'Comfort': 61.0, 'Flash': 45.0, 'Bag': 72.5, 'Uber Promo': 38.0}"
1184227,-228.940.251,-435.595.656,-230.220.166,-434.883.664,28.01,"{'poupa99': 36.9, 'pop99': 41.01, 'turbo-taxi': 116.33, 'regular-taxi': 116.33, 'UberX': 38.0, 'Comfort': 67.5, 'UberFlash': 38.0, 'Black': 80.0, 'Uber Promo': 31.5}"
1184228,-160.789.556,-47.988.872.699.999.900,-158.336.486,-4.800.942.610.000.000,34.98,"{'Uber Promo': 38.0, 'UberX': 45.0, 'Comfort': 61.0, 'Flash': 45.0, 'Bag': 72.5, 'pop99': 45.83}"
1184229,-22.726.048,-47.626.351,-22.738.159,-4.764.744.289.999.990,3.78,"{'pop99': 11.05, 'turbo-taxi': 23.97, 'regular-taxi': 27.03, 'Uber Flash': 9.5, 'Flash Moto': 7.5, 'Comfort': 12.5, 'UberX': 9.5}"
1184230,-271.601.295,-485.830.345,-269.975.049,-4.863.959.269.999.990,25.49,"{'poupa99': 40.42, 'pop99': 47.59, 'Flash': 36.0, 'Comfort': 44.0, 'UberX': 36.0}"
1184233,-2.331.406.879.999.990,-5.115.333.659.999.990,-233.058.157,-511.677.745,2.56,"{'pop99': 7.88, 'turbo-taxi': 15.87, 'regular-taxi': 17.63, 'UberX': 8.5, 'Comfort': 10.5, 'Uber Promo': 7.0}"
1184234,-228.937.635,-43.559.962.399.999.900,-230.220.166,-434.883.664,29.44,"{'pop99': 41.25, 'turbo-taxi': 118.38, 'regular-taxi': 118.38, 'Uber Promo': 34.0, 'UberX': 41.0, 'Comfort': 73.5, 'UberFlash': 41.0, 'Black': 80.0, 'poupa99': 30.91}"
1184235,-233.287.203,-51.178.678.299.999.900,-233.058.157,-511.677.745,4.0,"{'turbo-taxi': 18.25, 'regular-taxi': 24.33, 'UberX': 10.5, 'Comfort': 13.5, 'pop99': 8.7}"
1184236,-234.405.932,-46.321.273,-2.346.288.290.000.000,-463.316.192,3.33,"{'UberX': 7.5, 'Comfort': 12.5, 'Flash': 7.5, 'Bag': 11.5, 'poupa99': 9.64, 'pop99': 9.64, 'Uber Promo': 6.5}"
1184237,-204.621.662,-546.510.581,-204.369.816,-546.566.221,3.76,"{'Flash': 7.5, 'Moto': 5.5, 'poupa99': 12.13, 'pop99': 12.13, 'turbo-taxi': 15.58, 'regular-taxi': 18.33, 'UberX': 7.5}"
1184238,-20.670.123.999.999.900,-40.499.505,-206.575.021,-4.050.290.680.000.000,2.96,"{'pop99': 7.4, 'Flash': 6.5, 'UberX': 6.5}"
1184239,-236.772.225,-465.377.207,-236.208.915,-4.652.840.990.000.000,8.6,"{'UberX': 22.0, 'Comfort': 28.5, 'Flash': 22.0, 'Black': 34.5, 'poupa99': 20.1, 'Bag': 30.5, 'pop99': 20.1, 'Black Bag': 42.0, 'turbo-taxi': 35.82, 'regular-taxi': 44.77, 'Uber Promo': 19.0}"
1184240,-2.984.784,-511.397.717,-298.520.664,-511.735.879,3.68,"{'poupa99': 8.58, 'pop99': 8.58, 'UberFlash': 9.5, 'UberX': 9.5, 'Comfort': 12.5, 'Black': 21.0, 'Uber Promo': 8.0}"
1184241,-235.402.484,-467.696.062,-235.803.305,-468.046.184,7.77,"{'poupa99': 18.92, 'pop99': 18.92, 'turbo-taxi': 33.56, 'regular-taxi': 41.95, 'UberX': 17.0, 'Comfort': 25.0, 'Flash': 17.0, 'Black': 30.5, 'Bag': 23.0, 'Uber Promo': 14.5}"
1184242,-224.158.014,-475.599.275,-224.234.839,-475.629.421,1.49,"{'turbo-taxi': 13.57, 'regular-taxi': 13.57, 'Uber Promo': 10.5, 'Uber Flash': 12.5, 'UberX': 12.5, 'Comfort': 18.0, 'pop99': 8.82}"
1184243,-23.953.959.899.999.900,-46.291.104.399.999.900,-237.564.232,-458.536.686,61.62,"{'pop99': 117.27, 'turbo-taxi': 190.98, 'regular-taxi': 254.51, 'Flash': 89.0, 'Comfort': 127.0, 'UberX': 89.0, 'Bag': 105.5, 'poupa99': 88.01}"
1184245,-80.479.709,-348.834.307,-8.126.582.299.999.990,-34.899.064,12.42,"{'turbo-taxi': 48.79, 'regular-taxi': 48.79, 'Flash': 19.0, 'Flash Moto': 13.0, 'Moto': 16.5, 'UberX': 19.0, 'pop99': 18.69}"
1184246,-236.768.714,-466.750.536,-237.987.747,-4.673.208.750.000.000,17.11,"{'UberX': 39.5, 'Flash': 37.0, 'Black': 64.0, 'poupa99': 39.0, 'Bag': 54.0, 'pop99': 47.7, 'turbo-taxi': 69.28, 'regular-taxi': 86.6, 'Uber Promo': 33.5}"
1184247,-22.796.718.499.999.900,-433.512.464,-2.279.088.269.999.990,-433.096.225,9.75,"{'pop99': 15.87, 'turbo-taxi': 34.55, 'regular-taxi': 34.55, 'Uber Promo': 13.5, 'UberX': 15.0, 'Comfort': 24.0, 'UberFlash': 15.0, 'Black': 32.5, 'poupa99': 11.87}"
1184248,-227.932.554,-433.006.377,-227.676.741,-4.328.824.840.000.000,6.95,"{'poupa99': 11.28, 'pop99': 11.28, 'turbo-taxi': 19.21, 'regular-taxi': 19.21, 'UberX': 10.5, 'Comfort': 18.0, 'UberFlash': 10.5, 'Black': 24.0, 'Uber Promo': 9.5}"
1184249,-228.437.821,-420.688.843,-228.329.792,-4.209.204.859.999.990,4.42,"{'pop99': 9.64, 'comfort99': 11.17, 'Uber Promo': 9.5, 'Uber Flash': 11.5, 'UberX': 11.5, 'Comfort': 14.5, 'poupa99': 7.29}"
1184250,8.346.189.999.999.990,-510.769.661,-478.359,-511.569.435,29.5,"{'turbo-taxi': 86.94, 'regular-taxi': 115.92, 'UberX': 74.5, 'Uber Flash': 62.0, 'pop99': 46.88}"
1184251,-199.464.722,-440.233.572,-19.941.356,-44.044.262,3.15,"{'poupa99': 16.34, 'pop99': 16.34, 'turbo-taxi': 14.22, 'regular-taxi': 14.22, 'UberX': 10.0, 'Comfort': 11.5, 'UberFlash': 10.0, 'Black': 18.0, 'Uber Promo': 9.0}"
1184252,-236.651.548,-4.649.178.199.999.990,-236.828.745,-464.598.362,5.61,"{'poupa99': 16.1, 'pop99': 16.1, 'comfort99': 18.45, 'turbo-taxi': 20.31, 'top99': 25.5, 'regular-taxi': 25.38, 'UberX': 15.0, 'Comfort': 18.0, 'Flash': 15.0, 'Black': 22.0, 'Bag': 21.0, 'Uber Promo': 12.5}"
1184253,-229.319.216,-433.263.286,-230.220.166,-434.883.664,24.63,"{'poupa99': 35.96, 'pop99': 39.95, 'turbo-taxi': 103.7, 'regular-taxi': 103.7, 'UberX': 58.5, 'Comfort': 105.0, 'UberFlash': 58.5, 'Black': 73.5, 'Uber Promo': 49.0}"
1184254,-31.761.470.000.000.000,-52.232.381.999.999.900,-3.177.483.089.999.990,-523.381.175,12.95,"{'pop99': 19.51, 'turbo-taxi': 49.35, 'regular-taxi': 49.35, 'UberX': 19.0, 'Uber Flash': 19.0, 'Uber Promo': 15.5}"
1184255,8.346.189.999.999.990,-510.769.661,-478.359,-511.569.435,29.5,"{'pop99': 47.0, 'turbo-taxi': 86.94, 'regular-taxi': 115.92, 'Uber Flash': 62.0, 'UberX': 74.5}"
1184256,-2.355.980.469.999.990,-464.858.179,-2.353.088.690.000.000,-464.736.519,4.74,"{'poupa99': 14.56, 'pop99': 14.56, 'turbo-taxi': 19.65, 'regular-taxi': 24.56, 'UberX': 12.5, 'Comfort': 19.0, 'Flash': 11.5, 'Black': 22.0, 'Bag': 17.5, 'Uber Promo': 10.5}"
1184257,-228.455.047,-47.090.435,-229.491.824,-4.718.262.670.000.000,25.51,"{'pop99': 43.36, 'turbo-taxi': 90.55, 'regular-taxi': 106.52, 'Flash': 42.0, 'Flash Moto': 26.5, 'Comfort': 53.5, 'UberX': 42.0, 'UberX Promo': 32.5}"
1184258,-19.876.402,-4.392.639.760.000.000,-199.394.733,-439.198.075,10.94,"{'pop99': 20.68, 'turbo-taxi': 49.59, 'regular-taxi': 49.59, 'Uber Promo': 23.5, 'UberX': 26.0, 'Comfort': 28.0, 'UberFlash': 26.0, 'Black': 38.0, 'poupa99': 17.63}"
1184259,8.346.189.999.999.990,-510.769.661,-478.359,-511.569.435,29.5,"{'turbo-taxi': 86.94, 'regular-taxi': 115.92, 'UberX': 69.5, 'Uber Flash': 58.0, 'pop99': 47.0}"
1184260,-228.455.047,-47.090.435,-229.491.824,-4.718.262.670.000.000,25.51,"{'turbo-taxi': 90.55, 'regular-taxi': 106.52, 'Flash': 42.0, 'UberX Promo': 32.5, 'Flash Moto': 26.5, 'Comfort': 53.5, 'UberX': 42.0, 'pop99': 43.36}"
1184261,-19.876.402,-4.392.639.760.000.000,-199.394.733,-439.198.075,10.94,"{'poupa99': 18.1, 'pop99': 21.27, 'turbo-taxi': 52.41, 'regular-taxi': 52.41, 'UberX': 26.0, 'Comfort': 28.0, 'UberFlash': 26.0, 'Black': 38.0, 'Uber Promo': 23.5}"
1184262,-235.757.796,-4.661.633.390.000.000,-236.169.325,-4.664.945.139.999.990,7.27,"{'poupa99': 19.67, 'pop99': 19.67, 'turbo-taxi': 28.3, 'regular-taxi': 35.37, 'UberX': 17.0, 'Comfort': 25.5, 'Flash': 16.0, 'Black': 30.5, 'Bag': 24.0, 'Black Bag': 37.0, 'Taxi': 25.0, 'Uber Promo': 15.0}"
1184263,-199.427.395,-439.171.104,-199.394.733,-439.198.075,0.85,"{'pop99': 7.99, 'turbo-taxi': 7.99, 'regular-taxi': 7.99, 'UberX': 7.5, 'Comfort': 8.5, 'UberFlash': 7.5, 'Black': 12.0, 'Uber Promo': 7.0}"
1184264,-227.613.342,-434.267.585,-227.584.135,-434.541.335,4.39,"{'UberX': 10.5, 'Comfort': 13.5, 'UberFlash': 10.5, 'Black': 18.0, 'poupa99': 10.46, 'pop99': 10.46, 'turbo-taxi': 21.04, 'regular-taxi': 21.04, 'Uber Promo': 8.5}"
1184265,-157.970.612,-478.643.665,-158.054.256,-478.824.921,3.84,"{'poupa99': 9.05, 'pop99': 9.05, 'turbo-taxi': 16.59, 'regular-taxi': 18.43, 'Flash Moto': 5.5, 'UberX': 7.5, 'Comfort': 10.5, 'Flash': 7.5, 'Black': 15.5, 'Bag': 9.5, 'Uber Promo': 6.5}"
1184266,-222.259.115,-49.932.685.199.999.900,-222.293.076,-499.199.494,1.43,"{'pop99': 5.41, 'regular-taxi': 12.46, 'UberX': 6.0, 'Uber Flash': 6.0, 'UberX Promo': 4.5}"
1184268,-12.972.493,-385.032.223,-12.941.668,-385.012.929,04.06,"{'Flash Moto': 8.5, 'Moto': 8.5, 'UberX': 11.5, 'Comfort': 14.5, 'pop99': 10.93, 'UberFlash': 11.5, 'turbo-taxi': 21.27, 'regular-taxi': 23.28, 'Uber Promo': 9.5}"
1184269,-236.654.661,-46.492.124.999.999.900,-236.828.745,-464.598.362,5.66,"{'poupa99': 15.51, 'comfort99': 17.74, 'turbo-taxi': 20.59, 'top99': 25.97, 'regular-taxi': 25.73, 'Uber Promo': 10.5, 'UberX': 12.5, 'Comfort': 19.0, 'Flash': 12.5, 'Black': 23.5, 'Bag': 18.0, 'pop99': 15.51}"
1184270,-202.564.487,-402.644.996,-203.197.784,-403.468.197,14.05,"{'Flash': 25.0, 'UberX': 25.5, 'Comfort': 32.5, 'pop99': 21.83, 'comfort99': 24.81, 'turbo-taxi': 45.16, 'regular-taxi': 60.21, 'poupa99': 19.59}"
1184271,-227.613.342,-434.267.585,-227.584.135,-434.541.335,4.39,"{'Uber Promo': 8.5, 'UberX': 10.5, 'Comfort': 13.5, 'UberFlash': 10.5, 'Black': 18.0, 'poupa99': 10.46, 'turbo-taxi': 21.74, 'regular-taxi': 21.74, 'pop99': 10.46}"
1184272,-254.549.228,-49.359.999.099.999.900,-254.928.963,-493.244.152,07.07,"{'poupa99': 15.42, 'pop99': 17.89, 'turbo-taxi': 27.29, 'regular-taxi': 30.32, 'Flash': 17.0, 'UberX': 17.0, 'Comfort': 20.0, 'Black': 33.5, 'Uber Promo': 14.0}"
1184273,-12.972.493,-385.032.223,-12.941.668,-385.012.929,04.06,"{'turbo-taxi': 20.64, 'regular-taxi': 22.93, 'Flash Moto': 8.5, 'Moto': 8.5, 'UberX': 11.5, 'Comfort': 14.5, 'UberFlash': 11.5, 'Uber Promo': 9.5, 'pop99': 10.93}"
1184274,-202.564.487,-402.644.996,-203.197.784,-403.468.197,14.05,"{'Flash': 25.0, 'Comfort': 32.5, 'poupa99': 19.59, 'pop99': 21.83, 'comfort99': 24.81, 'turbo-taxi': 45.16, 'regular-taxi': 60.21, 'UberX': 25.5}"
1184275,-234.233.942,-519.325.365,-234.541.895,-5.203.885.309.999.990,14.12,"{'pop99': 28.09, 'turbo-taxi': 69.8, 'regular-taxi': 69.8, 'UberX': 25.5, 'Comfort': 33.5, 'Uber Flash': 25.5, 'poupa99': 24.21}"
1184276,-222.259.115,-49.932.685.199.999.900,-222.293.076,-499.199.494,1.43,"{'UberX': 12.5, 'UberX Promo': 10.0, 'Uber Flash': 6.0, 'regular-taxi': 12.46, 'pop99': 5.41}"
1184277,-23.627.585.999.999.900,-466.060.872,-236.233.238,-465.938.262,2.66,"{'UberX': 9.0, 'Comfort': 12.5, 'Flash': 8.5, 'Black': 14.5, 'Bag': 13.5, 'Black Bag': 18.0, 'Taxi': 12.5, 'poupa99': 10.57, 'pop99': 10.57, 'turbo-taxi': 14.49, 'regular-taxi': 16.1, 'Uber Promo': 7.5}"
1184278,-23.693.690.999.999.900,-46.505.741,-236.406.078,-464.993.172,9.13,"{'Uber Promo': 23.0, 'UberX': 26.5, 'Comfort': 39.5, 'Flash': 26.5, 'Black': 33.0, 'Bag': 37.0, 'turbo-taxi': 31.87, 'top99': 41.48, 'regular-taxi': 39.84, 'pop99': 19.04}"
1184279,-199.427.395,-439.171.104,-199.394.733,-439.198.075,0.85,"{'Uber Promo': 7.0, 'UberX': 7.5, 'Comfort': 8.5, 'UberFlash': 7.5, 'Black': 12.0, 'turbo-taxi': 7.99, 'regular-taxi': 7.99, 'pop99': 7.99}"
